lesson_id,title,strand,sub_strand,learningOutcome,keyInquiryQuestion,suggestedLearningExperience,activityInstructions,mapped_topic,mapped_subtopic,source_file_reference,child_friendly_goal,vocabulary_needed,representation_needed,example_type,practice_type,quick_check_type,difficulty_limit,video_needed,visual_needed,source_pack_status,human_input_needed,safe_to_generate
"ce4ca0e3-368e-4f1f-90b4-4939805ef01d","Identifying the Clock Face","Measurement","2.4 Time","By the end of the lesson, the learner should be able to: identify the clock face","How can we know and show time?","Learners discuss months of the year and events linked to them, recite the number of days in months, measure duration using simple arbitrary and fixed units, observe a clock face, identify the hour and","Learners discuss months of the year and events linked to them, recite the number of days in months, measure duration using simple arbitrary and fixed units, observe a clock face, identify the hour and","Time","2.4 Time","mathematics-source-extended.csv","TODO: Victor to provide","TODO: Victor to provide","clock face, daily routine","clock reading, daily events","TODO: Victor to provide","read-clock-o-clock / read-clock-half-past","o'clock and half past only","YES - needs human approval","YES - per topic guidance","new-needs-generation","YES","NO - awaiting source pack completion"
"8100f021-2df1-4a31-a284-68ab3120536f","Hour Hand and Minute Hand","Measurement","2.4 Time","By the end of the lesson, the learner should be able to: identify the hour hand and minute hand","How can we know and show time?","Learners discuss months of the year and events linked to them, recite the number of days in months, measure duration using simple arbitrary and fixed units, observe a clock face, identify the hour and","Learners discuss months of the year and events linked to them, recite the number of days in months, measure duration using simple arbitrary and fixed units, observe a clock face, identify the hour and","Time","2.4 Time","mathematics-source-extended.csv","TODO: Victor to provide","TODO: Victor to provide","clock face, daily routine","clock reading, daily events","TODO: Victor to provide","read-clock-o-clock / read-clock-half-past","o'clock and half past only","YES - needs human approval","YES - per topic guidance","new-needs-generation","YES","NO - awaiting source pack completion"
"b95ac1a5-4ffc-45fa-9a97-9429d32ece97","Reading Time by the Hour on an Analogue Clock","Measurement","2.4 Time","By the end of the lesson, the learner should be able to: read and tell time by the hour","How can we know and show time?","Learners discuss months of the year and events linked to them, recite the number of days in months, measure duration using simple arbitrary and fixed units, observe a clock face, identify the hour and","Learners discuss months of the year and events linked to them, recite the number of days in months, measure duration using simple arbitrary and fixed units, observe a clock face, identify the hour and","Time","2.4 Time","mathematics-source-extended.csv","TODO: Victor to provide","TODO: Victor to provide","clock face, daily routine","clock reading, daily events","TODO: Victor to provide","read-clock-o-clock / read-clock-half-past","o'clock and half past only","YES - needs human approval","YES - per topic guidance","new-needs-generation","YES","NO - awaiting source pack completion"
"af6cafca-2aa7-4dfe-9058-f61201f5fbb5","Writing Time by the Hour","Measurement","2.4 Time","By the end of the lesson, the learner should be able to: write time by the hour","How can we know and show time?","Learners discuss months of the year and events linked to them, recite the number of days in months, measure duration using simple arbitrary and fixed units, observe a clock face, identify the hour and","Learners discuss months of the year and events linked to them, recite the number of days in months, measure duration using simple arbitrary and fixed units, observe a clock face, identify the hour and","Time","2.4 Time","mathematics-source-extended.csv","TODO: Victor to provide","TODO: Victor to provide","clock face, daily routine","clock reading, daily events","TODO: Victor to provide","read-clock-o-clock / read-clock-half-past","o'clock and half past only","YES - needs human approval","YES - per topic guidance","new-needs-generation","YES","NO - awaiting source pack completion"
"b82e24ed-8fcf-41b6-a7eb-88b8cf9c33aa","Time by the Hour in Daily Life","Measurement","2.4 Time","By the end of the lesson, the learner should be able to: apply time by the hour to daily activities","How can we know and show time?","Learners discuss months of the year and events linked to them, recite the number of days in months, measure duration using simple arbitrary and fixed units, observe a clock face, identify the hour and","Learners discuss months of the year and events linked to them, recite the number of days in months, measure duration using simple arbitrary and fixed units, observe a clock face, identify the hour and","Time","2.4 Time","mathematics-source-extended.csv","TODO: Victor to provide","TODO: Victor to provide","clock face, daily routine","clock reading, daily events","TODO: Victor to provide","read-clock-o-clock / read-clock-half-past","o'clock and half past only","YES - needs human approval","YES - per topic guidance","new-needs-generation","YES","NO - awaiting source pack completion"
"736c02da-89a2-479f-80bc-87fca0d45683","Time: Practice and Assessment","Measurement","2.4 Time","By the end of the lesson, the learner should be able to: read, tell, and write time by the hour","How can we know and show time?","Learners discuss months of the year and events linked to them, recite the number of days in months, measure duration using simple arbitrary and fixed units, observe a clock face, identify the hour and","Learners discuss months of the year and events linked to them, recite the number of days in months, measure duration using simple arbitrary and fixed units, observe a clock face, identify the hour and","Time","2.4 Time","mathematics-source-extended.csv","TODO: Victor to provide","TODO: Victor to provide","clock face, daily routine","clock reading, daily events","TODO: Victor to provide","read-clock-o-clock / read-clock-half-past","o'clock and half past only","YES - needs human approval","YES - per topic guidance","new-needs-generation","YES","NO - awaiting source pack completion"
"5e85be83-a1bd-4083-9541-001314eab7c6","Sorting Coins and Notes by Features","Measurement","2.5 Money","By the end of the lesson, the learner should be able to: sort coins and notes by value and features","How can you identify and use different Kenyan currencies?","Learners sort Kenyan coins and notes up to Sh.100, count different denominations, represent the same amount in different ways, use a classroom shop to connect money to goods and services, and discuss ","Learners sort Kenyan coins and notes up to Sh.100, count different denominations, represent the same amount in different ways, use a classroom shop to connect money to goods and services, and discuss ","Money","2.5 Money","mathematics-source-extended.csv","TODO: Victor to provide","TODO: Victor to provide","Kenyan shillings (coins and notes), market context","counting coins/notes, simple purchase","TODO: Victor to provide","count-money / simple-purchase","Kenyan shillings, simple purchases","YES - needs human approval","YES - per topic guidance","new-needs-generation","YES","NO - awaiting source pack completion"
"286af17f-a512-49d7-af6d-e5655251f4ef","Counting Money: Sh.1, Sh.5 and Sh.10","Measurement","2.5 Money","By the end of the lesson, the learner should be able to: count money using sh.1, sh.5 and sh.10","How can you identify and use different Kenyan currencies?","Learners sort Kenyan coins and notes up to Sh.100, count different denominations, represent the same amount in different ways, use a classroom shop to connect money to goods and services, and discuss ","Learners sort Kenyan coins and notes up to Sh.100, count different denominations, represent the same amount in different ways, use a classroom shop to connect money to goods and services, and discuss ","Number Patterns & Counting","2.5 Money","mathematics-source-extended.csv","TODO: Victor to provide","TODO: Victor to provide","number line, hundred chart, skip counting","skip counting sequences, pattern completion","TODO: Victor to provide","skip-counting / missing-number","1-100, skip by 2s/5s/10s","YES - needs human approval","YES - per topic guidance","new-needs-generation","YES","NO - awaiting source pack completion"
"e7fe9c54-78ef-40dd-8f1c-145becf4c069","Making the Same Amount in Different Denominations","Measurement","2.5 Money","By the end of the lesson, the learner should be able to: represent the same amount of money in different denominations","How can you identify and use different Kenyan currencies?","Learners sort Kenyan coins and notes up to Sh.100, count different denominations, represent the same amount in different ways, use a classroom shop to connect money to goods and services, and discuss ","Learners sort Kenyan coins and notes up to Sh.100, count different denominations, represent the same amount in different ways, use a classroom shop to connect money to goods and services, and discuss ","Measurement","2.5 Money","mathematics-source-extended.csv","TODO: Victor to provide","TODO: Victor to provide","classroom objects, ruler, measuring tools","measuring with standard units, comparing","TODO: Victor to provide","compare-units / read-measurement","metres, litres, kilograms; non-standard before standard","YES - needs human approval","YES - per topic guidance","new-needs-generation","YES","NO - awaiting source pack completion"
"d58def14-a976-4701-93b6-d4ace7a49976","Relating Money to Goods and Services","Measurement","2.5 Money","By the end of the lesson, the learner should be able to: relate money to goods and services up to sh.100","How can you identify and use different Kenyan currencies?","Learners sort Kenyan coins and notes up to Sh.100, count different denominations, represent the same amount in different ways, use a classroom shop to connect money to goods and services, and discuss ","Learners sort Kenyan coins and notes up to Sh.100, count different denominations, represent the same amount in different ways, use a classroom shop to connect money to goods and services, and discuss ","Money","2.5 Money","mathematics-source-extended.csv","TODO: Victor to provide","TODO: Victor to provide","Kenyan shillings (coins and notes), market context","counting coins/notes, simple purchase","TODO: Victor to provide","count-money / simple-purchase","Kenyan shillings, simple purchases","YES - needs human approval","YES - per topic guidance","new-needs-generation","YES","NO - awaiting source pack completion"
"d1d348ad-ebb3-4924-8954-7a972f263716","Classroom Shop: Buying and Selling","Measurement","2.5 Money","By the end of the lesson, the learner should be able to: use money in a buying and selling role play","How can you identify and use different Kenyan currencies?","Learners sort Kenyan coins and notes up to Sh.100, count different denominations, represent the same amount in different ways, use a classroom shop to connect money to goods and services, and discuss ","Learners sort Kenyan coins and notes up to Sh.100, count different denominations, represent the same amount in different ways, use a classroom shop to connect money to goods and services, and discuss ","Money","2.5 Money","mathematics-source-extended.csv","TODO: Victor to provide","TODO: Victor to provide","Kenyan shillings (coins and notes), market context","counting coins/notes, simple purchase","TODO: Victor to provide","count-money / simple-purchase","Kenyan shillings, simple purchases","YES - needs human approval","YES - per topic guidance","new-needs-generation","YES","NO - awaiting source pack completion"
"f1a523d2-a0fb-43d7-8db9-2896598a9c05","Choosing What to Buy with Sh.100","Measurement","2.5 Money","By the end of the lesson, the learner should be able to: make simple choices about goods, services, needs, and wants","How can you identify and use different Kenyan currencies?","Learners sort Kenyan coins and notes up to Sh.100, count different denominations, represent the same amount in different ways, use a classroom shop to connect money to goods and services, and discuss ","Learners sort Kenyan coins and notes up to Sh.100, count different denominations, represent the same amount in different ways, use a classroom shop to connect money to goods and services, and discuss ","Money","2.5 Money","mathematics-source-extended.csv","TODO: Victor to provide","TODO: Victor to provide","Kenyan shillings (coins and notes), market context","counting coins/notes, simple purchase","TODO: Victor to provide","count-money / simple-purchase","Kenyan shillings, simple purchases","YES - needs human approval","YES - per topic guidance","new-needs-generation","YES","NO - awaiting source pack completion"
"e03ddcd9-227b-437d-93bb-5eafdc3a7a79","Money: Practice and Assessment","Measurement","2.5 Money","By the end of the lesson, the learner should be able to: count, represent, and use money up to sh.100","How can you identify and use different Kenyan currencies?","Learners sort Kenyan coins and notes up to Sh.100, count different denominations, represent the same amount in different ways, use a classroom shop to connect money to goods and services, and discuss ","Learners sort Kenyan coins and notes up to Sh.100, count different denominations, represent the same amount in different ways, use a classroom shop to connect money to goods and services, and discuss ","Money","2.5 Money","mathematics-source-extended.csv","TODO: Victor to provide","TODO: Victor to provide","Kenyan shillings (coins and notes), market context","counting coins/notes, simple purchase","TODO: Victor to provide","count-money / simple-purchase","Kenyan shillings, simple purchases","YES - needs human approval","YES - per topic guidance","new-needs-generation","YES","NO - awaiting source pack completion"
"af79707c-74f4-403e-b704-06e777df3aac","Drawing Straight Lines","Geometry","3.1 Lines","By the end of the lesson, the learner should be able to: draw straight lines for application in real life","What types of lines do you know?","Learners draw straight and curved lines on the ground, in books, and with safe materials. They model lines using strings, sticks, or body movements, identify lines in the environment, and explain wher","Learners draw straight and curved lines on the ground, in books, and with safe materials. They model lines using strings, sticks, or body movements, identify lines in the environment, and explain wher","Geometry & Patterns","3.1 Lines","mathematics-source-extended.csv","TODO: Victor to provide","TODO: Victor to provide","shape cutouts, real objects, pattern blocks","identifying shapes, sorting, pattern creation","TODO: Victor to provide","identify-shape / complete-pattern","5 basic shapes, simple patterns","YES - needs human approval","YES - per topic guidance","new-needs-generation","YES","NO - awaiting source pack completion"
"597dfffc-1983-4c17-afb9-fd7162e73fb8","Lines in the Environment: Practice and Assessment","Geometry","3.1 Lines","By the end of the lesson, the learner should be able to: draw and model straight and curved lines","What types of lines do you know?","Learners draw straight and curved lines on the ground, in books, and with safe materials. They model lines using strings, sticks, or body movements, identify lines in the environment, and explain wher","Learners draw straight and curved lines on the ground, in books, and with safe materials. They model lines using strings, sticks, or body movements, identify lines in the environment, and explain wher","Geometry & Patterns","3.1 Lines","mathematics-source-extended.csv","TODO: Victor to provide","TODO: Victor to provide","shape cutouts, real objects, pattern blocks","identifying shapes, sorting, pattern creation","TODO: Victor to provide","identify-shape / complete-pattern","5 basic shapes, simple patterns","YES - needs human approval","YES - per topic guidance","new-needs-generation","YES","NO - awaiting source pack completion"
"0aec1d3b-7635-46fe-b4af-3a50a38dae65","Modelling Straight Lines","Geometry","3.1 Lines","By the end of the lesson, the learner should be able to: model straight lines using safe materials","What types of lines do you know?","Learners draw straight and curved lines on the ground, in books, and with safe materials. They model lines using strings, sticks, or body movements, identify lines in the environment, and explain wher","Learners draw straight and curved lines on the ground, in books, and with safe materials. They model lines using strings, sticks, or body movements, identify lines in the environment, and explain wher","Geometry & Patterns","3.1 Lines","mathematics-source-extended.csv","TODO: Victor to provide","TODO: Victor to provide","shape cutouts, real objects, pattern blocks","identifying shapes, sorting, pattern creation","TODO: Victor to provide","identify-shape / complete-pattern","5 basic shapes, simple patterns","YES - needs human approval","YES - per topic guidance","new-needs-generation","YES","NO - awaiting source pack completion"
"10f674d4-3f62-4f9e-9008-1d1eb825595a","Modelling Curved Lines","Geometry","3.1 Lines","By the end of the lesson, the learner should be able to: model curved lines using safe materials","What types of lines do you know?","Learners draw straight and curved lines on the ground, in books, and with safe materials. They model lines using strings, sticks, or body movements, identify lines in the environment, and explain wher","Learners draw straight and curved lines on the ground, in books, and with safe materials. They model lines using strings, sticks, or body movements, identify lines in the environment, and explain wher","Geometry & Patterns","3.1 Lines","mathematics-source-extended.csv","TODO: Victor to provide","TODO: Victor to provide","shape cutouts, real objects, pattern blocks","identifying shapes, sorting, pattern creation","TODO: Victor to provide","identify-shape / complete-pattern","5 basic shapes, simple patterns","YES - needs human approval","YES - per topic guidance","new-needs-generation","YES","NO - awaiting source pack completion"
"44ff5ced-66a0-401b-89df-47566ae901a8","Sorting and Grouping Five Shapes","Geometry","3.2 Shapes","By the end of the lesson, the learner should be able to: sort and group items using shape attributes","What shapes can you identify in your environment?","Learners sort and group items by shape, identify rectangles, circles, triangles, ovals, and squares in the classroom and environment, discuss the lines that form shapes, and make patterns using the fi","Learners sort and group items by shape, identify rectangles, circles, triangles, ovals, and squares in the classroom and environment, discuss the lines that form shapes, and make patterns using the fi","Geometry & Patterns","3.2 Shapes","mathematics-source-extended.csv","TODO: Victor to provide","TODO: Victor to provide","shape cutouts, real objects, pattern blocks","identifying shapes, sorting, pattern creation","TODO: Victor to provide","identify-shape / complete-pattern","5 basic shapes, simple patterns","YES - needs human approval","YES - per topic guidance","new-needs-generation","YES","NO - awaiting source pack completion"
"b1612ed2-525f-4f6c-a81b-48a7d9836a7e","Lines That Make Different Shapes","Geometry","3.2 Shapes","By the end of the lesson, the learner should be able to: discuss types of lines that make different shapes","What shapes can you identify in your environment?","Learners sort and group items by shape, identify rectangles, circles, triangles, ovals, and squares in the classroom and environment, discuss the lines that form shapes, and make patterns using the fi","Learners sort and group items by shape, identify rectangles, circles, triangles, ovals, and squares in the classroom and environment, discuss the lines that form shapes, and make patterns using the fi","Geometry & Patterns","3.2 Shapes","mathematics-source-extended.csv","TODO: Victor to provide","TODO: Victor to provide","shape cutouts, real objects, pattern blocks","identifying shapes, sorting, pattern creation","TODO: Victor to provide","identify-shape / complete-pattern","5 basic shapes, simple patterns","YES - needs human approval","YES - per topic guidance","new-needs-generation","YES","NO - awaiting source pack completion"
"814cf15e-80ae-4778-8c55-1f99ccb5f5ae","Making Patterns with Five Shapes","Geometry","3.2 Shapes","By the end of the lesson, the learner should be able to: make patterns involving rectangles, circles, triangles, ovals and squares","What shapes can you identify in your environment?","Learners sort and group items by shape, identify rectangles, circles, triangles, ovals, and squares in the classroom and environment, discuss the lines that form shapes, and make patterns using the fi","Learners sort and group items by shape, identify rectangles, circles, triangles, ovals, and squares in the classroom and environment, discuss the lines that form shapes, and make patterns using the fi","Geometry & Patterns","3.2 Shapes","mathematics-source-extended.csv","TODO: Victor to provide","TODO: Victor to provide","shape cutouts, real objects, pattern blocks","identifying shapes, sorting, pattern creation","TODO: Victor to provide","identify-shape / complete-pattern","5 basic shapes, simple patterns","YES - needs human approval","YES - per topic guidance","new-needs-generation","YES","NO - awaiting source pack completion"
