grade,subject,strand,sub_strand,learning_outcome,lesson_title,term,week,activity_title,activity_instructions,quest_title,quest_instructions,reflection_prompt,reward_coins,reward_stars,estimated_duration,difficulty,key_inquiry_question,suggested_learning_experience,assessment_hint,values,core_competencies,pertinent_and_contemporary_issues,source_document,source_page_or_section,source_confidence,review_status,existing_match_status,duplicate_risk,notes_for_victor
2,Mathematical Activities,Numbers,1.2 Whole Numbers,"By the end of the lesson, the learner should be able to: read numbers 1-100 in symbols",Counting in 5s Forward up to 100,Term 1,Week 11,Activity: Counting in 5s Forward up to 100,Learners in pairs/groups to count in 2's and 5's forward and backward starting from any point. Learners in pairs/groups to count their fingers and toes in 2's and 10's. Learners in pairs/groups to discuss place value up to hundreds. Learners in pairs to read numbers 1-100 in symbols. Learners to read and write numbers 1-20 in words. Learners to play digital games involving whole numbers. Learners to work out missing numbers in patterns up to 100. Learners in pairs/groups to make number patterns ,1.2 Whole Numbers Quest,"Explore 1.2 whole numbers through interactive activities, hands-on practice, and real-life application.",What did you learn about counting in 5s forward up to 100 today? How can you use this in your daily life?,10,1,30,Beginner,How do we get the next number in a pattern?,Learners in pairs/groups to count in 2's and 5's forward and backward starting from any point. Learners in pairs/groups to count their fingers and toes in 2's and 10's. Learners in pairs/groups to discuss place value up to hundreds. Learners in pairs to read numbers 1-100 in symbols. Learners to read and write numbers 1-20 in words. Learners to play digital games involving whole numbers. Learners to work out missing numbers in patterns up to 100. Learners in pairs/groups to make number patterns and share.,"Oral questions, written exercise, observation","Respect, Responsibility","Communication and Collaboration, Critical Thinking and Problem Solving, Digital Literacy",Citizenship: leadership - as learners work in groups,KICD Lower Primary Curriculum Designs Vol.2 (Aug 2017),Page 31-32,HIGH — official KICD curriculum document,DRAFT,NEW,LOW — sourced from official KICD document,"Source: KICD Lower Primary Curriculum Designs Vol.2, page 31-32. 20 lessons allocated for this sub-strand."
2,Mathematical Activities,Numbers,1.2 Whole Numbers,"By the end of the lesson, the learner should be able to: read and write numbers 1-20 in words",Counting in 5s Backward up to 100,Term 1,Week 12,Activity: Counting in 5s Backward up to 100,Learners in pairs/groups to count in 2's and 5's forward and backward starting from any point. Learners in pairs/groups to count their fingers and toes in 2's and 10's. Learners in pairs/groups to discuss place value up to hundreds. Learners in pairs to read numbers 1-100 in symbols. Learners to read and write numbers 1-20 in words. Learners to play digital games involving whole numbers. Learners to work out missing numbers in patterns up to 100. Learners in pairs/groups to make number patterns ,1.2 Whole Numbers Quest,"Explore 1.2 whole numbers through interactive activities, hands-on practice, and real-life application.",What did you learn about counting in 5s backward up to 100 today? How can you use this in your daily life?,10,1,30,Beginner,How do we get the next number in a pattern?,Learners in pairs/groups to count in 2's and 5's forward and backward starting from any point. Learners in pairs/groups to count their fingers and toes in 2's and 10's. Learners in pairs/groups to discuss place value up to hundreds. Learners in pairs to read numbers 1-100 in symbols. Learners to read and write numbers 1-20 in words. Learners to play digital games involving whole numbers. Learners to work out missing numbers in patterns up to 100. Learners in pairs/groups to make number patterns and share.,"Oral questions, written exercise, observation","Respect, Responsibility","Communication and Collaboration, Critical Thinking and Problem Solving, Digital Literacy",Citizenship: leadership - as learners work in groups,KICD Lower Primary Curriculum Designs Vol.2 (Aug 2017),Page 31-32,HIGH — official KICD curriculum document,DRAFT,NEW,LOW — sourced from official KICD document,"Source: KICD Lower Primary Curriculum Designs Vol.2, page 31-32. 20 lessons allocated for this sub-strand."
2,Mathematical Activities,Numbers,1.2 Whole Numbers,"By the end of the lesson, the learner should be able to: work out missing numbers in number patterns up to 100",Counting in 10s Forward up to 100,Term 1,Week 12,Activity: Counting in 10s Forward up to 100,Learners in pairs/groups to count in 2's and 5's forward and backward starting from any point. Learners in pairs/groups to count their fingers and toes in 2's and 10's. Learners in pairs/groups to discuss place value up to hundreds. Learners in pairs to read numbers 1-100 in symbols. Learners to read and write numbers 1-20 in words. Learners to play digital games involving whole numbers. Learners to work out missing numbers in patterns up to 100. Learners in pairs/groups to make number patterns ,1.2 Whole Numbers Quest,"Explore 1.2 whole numbers through interactive activities, hands-on practice, and real-life application.",What did you learn about counting in 10s forward up to 100 today? How can you use this in your daily life?,10,1,30,Beginner,How do we get the next number in a pattern?,Learners in pairs/groups to count in 2's and 5's forward and backward starting from any point. Learners in pairs/groups to count their fingers and toes in 2's and 10's. Learners in pairs/groups to discuss place value up to hundreds. Learners in pairs to read numbers 1-100 in symbols. Learners to read and write numbers 1-20 in words. Learners to play digital games involving whole numbers. Learners to work out missing numbers in patterns up to 100. Learners in pairs/groups to make number patterns and share.,"Oral questions, written exercise, observation","Respect, Responsibility","Communication and Collaboration, Critical Thinking and Problem Solving, Digital Literacy",Citizenship: leadership - as learners work in groups,KICD Lower Primary Curriculum Designs Vol.2 (Aug 2017),Page 31-32,HIGH — official KICD curriculum document,DRAFT,NEW,LOW — sourced from official KICD document,"Source: KICD Lower Primary Curriculum Designs Vol.2, page 31-32. 20 lessons allocated for this sub-strand."
2,Mathematical Activities,Numbers,1.2 Whole Numbers,"By the end of the lesson, the learner should be able to: appreciate number patterns as they skip on the number line",Place Value: Ones and Tens,Term 1,Week 12,Activity: Place Value: Ones and Tens,Learners in pairs/groups to count in 2's and 5's forward and backward starting from any point. Learners in pairs/groups to count their fingers and toes in 2's and 10's. Learners in pairs/groups to discuss place value up to hundreds. Learners in pairs to read numbers 1-100 in symbols. Learners to read and write numbers 1-20 in words. Learners to play digital games involving whole numbers. Learners to work out missing numbers in patterns up to 100. Learners in pairs/groups to make number patterns ,1.2 Whole Numbers Quest,"Explore 1.2 whole numbers through interactive activities, hands-on practice, and real-life application.",What did you learn about place value: ones and tens today? How can you use this in your daily life?,10,1,30,Beginner,How do we get the next number in a pattern?,Learners in pairs/groups to count in 2's and 5's forward and backward starting from any point. Learners in pairs/groups to count their fingers and toes in 2's and 10's. Learners in pairs/groups to discuss place value up to hundreds. Learners in pairs to read numbers 1-100 in symbols. Learners to read and write numbers 1-20 in words. Learners to play digital games involving whole numbers. Learners to work out missing numbers in patterns up to 100. Learners in pairs/groups to make number patterns and share.,"Oral questions, written exercise, observation","Respect, Responsibility","Communication and Collaboration, Critical Thinking and Problem Solving, Digital Literacy",Citizenship: leadership - as learners work in groups,KICD Lower Primary Curriculum Designs Vol.2 (Aug 2017),Page 31-32,HIGH — official KICD curriculum document,DRAFT,NEW,LOW — sourced from official KICD document,"Source: KICD Lower Primary Curriculum Designs Vol.2, page 31-32. 20 lessons allocated for this sub-strand."
2,Mathematical Activities,Numbers,1.2 Whole Numbers,"By the end of the lesson, the learner should be able to: appreciate number patterns as they skip on the number line",Place Value: Hundreds,Term 1,Week 12,Activity: Place Value: Hundreds,Learners in pairs/groups to count in 2's and 5's forward and backward starting from any point. Learners in pairs/groups to count their fingers and toes in 2's and 10's. Learners in pairs/groups to discuss place value up to hundreds. Learners in pairs to read numbers 1-100 in symbols. Learners to read and write numbers 1-20 in words. Learners to play digital games involving whole numbers. Learners to work out missing numbers in patterns up to 100. Learners in pairs/groups to make number patterns ,1.2 Whole Numbers Quest,"Explore 1.2 whole numbers through interactive activities, hands-on practice, and real-life application.",What did you learn about place value: hundreds today? How can you use this in your daily life?,10,1,30,Beginner,How do we get the next number in a pattern?,Learners in pairs/groups to count in 2's and 5's forward and backward starting from any point. Learners in pairs/groups to count their fingers and toes in 2's and 10's. Learners in pairs/groups to discuss place value up to hundreds. Learners in pairs to read numbers 1-100 in symbols. Learners to read and write numbers 1-20 in words. Learners to play digital games involving whole numbers. Learners to work out missing numbers in patterns up to 100. Learners in pairs/groups to make number patterns and share.,"Oral questions, written exercise, observation","Respect, Responsibility","Communication and Collaboration, Critical Thinking and Problem Solving, Digital Literacy",Citizenship: leadership - as learners work in groups,KICD Lower Primary Curriculum Designs Vol.2 (Aug 2017),Page 31-32,HIGH — official KICD curriculum document,DRAFT,NEW,LOW — sourced from official KICD document,"Source: KICD Lower Primary Curriculum Designs Vol.2, page 31-32. 20 lessons allocated for this sub-strand."
2,Mathematical Activities,Numbers,1.2 Whole Numbers,"By the end of the lesson, the learner should be able to: appreciate number patterns as they skip on the number line",Reading Numbers 1 to 100 in Symbols,Term 1,Week 12,Activity: Reading Numbers 1 to 100 in Symbols,Learners in pairs/groups to count in 2's and 5's forward and backward starting from any point. Learners in pairs/groups to count their fingers and toes in 2's and 10's. Learners in pairs/groups to discuss place value up to hundreds. Learners in pairs to read numbers 1-100 in symbols. Learners to read and write numbers 1-20 in words. Learners to play digital games involving whole numbers. Learners to work out missing numbers in patterns up to 100. Learners in pairs/groups to make number patterns ,1.2 Whole Numbers Quest,"Explore 1.2 whole numbers through interactive activities, hands-on practice, and real-life application.",What did you learn about reading numbers 1 to 100 in symbols today? How can you use this in your daily life?,10,1,30,Beginner,How do we get the next number in a pattern?,Learners in pairs/groups to count in 2's and 5's forward and backward starting from any point. Learners in pairs/groups to count their fingers and toes in 2's and 10's. Learners in pairs/groups to discuss place value up to hundreds. Learners in pairs to read numbers 1-100 in symbols. Learners to read and write numbers 1-20 in words. Learners to play digital games involving whole numbers. Learners to work out missing numbers in patterns up to 100. Learners in pairs/groups to make number patterns and share.,"Oral questions, written exercise, observation","Respect, Responsibility","Communication and Collaboration, Critical Thinking and Problem Solving, Digital Literacy",Citizenship: leadership - as learners work in groups,KICD Lower Primary Curriculum Designs Vol.2 (Aug 2017),Page 31-32,HIGH — official KICD curriculum document,DRAFT,NEW,LOW — sourced from official KICD document,"Source: KICD Lower Primary Curriculum Designs Vol.2, page 31-32. 20 lessons allocated for this sub-strand."
2,Mathematical Activities,Numbers,1.2 Whole Numbers,"By the end of the lesson, the learner should be able to: appreciate number patterns as they skip on the number line",Writing Numbers 1 to 10 in Words,Term 1,Week 12,Activity: Writing Numbers 1 to 10 in Words,Learners in pairs/groups to count in 2's and 5's forward and backward starting from any point. Learners in pairs/groups to count their fingers and toes in 2's and 10's. Learners in pairs/groups to discuss place value up to hundreds. Learners in pairs to read numbers 1-100 in symbols. Learners to read and write numbers 1-20 in words. Learners to play digital games involving whole numbers. Learners to work out missing numbers in patterns up to 100. Learners in pairs/groups to make number patterns ,1.2 Whole Numbers Quest,"Explore 1.2 whole numbers through interactive activities, hands-on practice, and real-life application.",What did you learn about writing numbers 1 to 10 in words today? How can you use this in your daily life?,10,1,30,Beginner,How do we get the next number in a pattern?,Learners in pairs/groups to count in 2's and 5's forward and backward starting from any point. Learners in pairs/groups to count their fingers and toes in 2's and 10's. Learners in pairs/groups to discuss place value up to hundreds. Learners in pairs to read numbers 1-100 in symbols. Learners to read and write numbers 1-20 in words. Learners to play digital games involving whole numbers. Learners to work out missing numbers in patterns up to 100. Learners in pairs/groups to make number patterns and share.,"Oral questions, written exercise, observation","Respect, Responsibility","Communication and Collaboration, Critical Thinking and Problem Solving, Digital Literacy",Citizenship: leadership - as learners work in groups,KICD Lower Primary Curriculum Designs Vol.2 (Aug 2017),Page 31-32,HIGH — official KICD curriculum document,DRAFT,NEW,LOW — sourced from official KICD document,"Source: KICD Lower Primary Curriculum Designs Vol.2, page 31-32. 20 lessons allocated for this sub-strand."
2,Mathematical Activities,Numbers,1.2 Whole Numbers,"By the end of the lesson, the learner should be able to: appreciate number patterns as they skip on the number line",Writing Numbers 11 to 20 in Words,Term 1,Week 12,Activity: Writing Numbers 11 to 20 in Words,Learners in pairs/groups to count in 2's and 5's forward and backward starting from any point. Learners in pairs/groups to count their fingers and toes in 2's and 10's. Learners in pairs/groups to discuss place value up to hundreds. Learners in pairs to read numbers 1-100 in symbols. Learners to read and write numbers 1-20 in words. Learners to play digital games involving whole numbers. Learners to work out missing numbers in patterns up to 100. Learners in pairs/groups to make number patterns ,1.2 Whole Numbers Quest,"Explore 1.2 whole numbers through interactive activities, hands-on practice, and real-life application.",What did you learn about writing numbers 11 to 20 in words today? How can you use this in your daily life?,10,1,30,Beginner,How do we get the next number in a pattern?,Learners in pairs/groups to count in 2's and 5's forward and backward starting from any point. Learners in pairs/groups to count their fingers and toes in 2's and 10's. Learners in pairs/groups to discuss place value up to hundreds. Learners in pairs to read numbers 1-100 in symbols. Learners to read and write numbers 1-20 in words. Learners to play digital games involving whole numbers. Learners to work out missing numbers in patterns up to 100. Learners in pairs/groups to make number patterns and share.,"Oral questions, written exercise, observation","Respect, Responsibility","Communication and Collaboration, Critical Thinking and Problem Solving, Digital Literacy",Citizenship: leadership - as learners work in groups,KICD Lower Primary Curriculum Designs Vol.2 (Aug 2017),Page 31-32,HIGH — official KICD curriculum document,DRAFT,NEW,LOW — sourced from official KICD document,"Source: KICD Lower Primary Curriculum Designs Vol.2, page 31-32. 20 lessons allocated for this sub-strand."
2,Mathematical Activities,Numbers,1.2 Whole Numbers,"By the end of the lesson, the learner should be able to: appreciate number patterns as they skip on the number line",Number Patterns: Completing Patterns up to 50,Term 1,Week 12,Activity: Number Patterns: Completing Patterns up to 50,Learners in pairs/groups to count in 2's and 5's forward and backward starting from any point. Learners in pairs/groups to count their fingers and toes in 2's and 10's. Learners in pairs/groups to discuss place value up to hundreds. Learners in pairs to read numbers 1-100 in symbols. Learners to read and write numbers 1-20 in words. Learners to play digital games involving whole numbers. Learners to work out missing numbers in patterns up to 100. Learners in pairs/groups to make number patterns ,1.2 Whole Numbers Quest,"Explore 1.2 whole numbers through interactive activities, hands-on practice, and real-life application.",What did you learn about number patterns: completing patterns up to 50 today? How can you use this in your daily life?,10,1,30,Beginner,How do we get the next number in a pattern?,Learners in pairs/groups to count in 2's and 5's forward and backward starting from any point. Learners in pairs/groups to count their fingers and toes in 2's and 10's. Learners in pairs/groups to discuss place value up to hundreds. Learners in pairs to read numbers 1-100 in symbols. Learners to read and write numbers 1-20 in words. Learners to play digital games involving whole numbers. Learners to work out missing numbers in patterns up to 100. Learners in pairs/groups to make number patterns and share.,"Oral questions, written exercise, observation","Respect, Responsibility","Communication and Collaboration, Critical Thinking and Problem Solving, Digital Literacy",Citizenship: leadership - as learners work in groups,KICD Lower Primary Curriculum Designs Vol.2 (Aug 2017),Page 31-32,HIGH — official KICD curriculum document,DRAFT,NEW,LOW — sourced from official KICD document,"Source: KICD Lower Primary Curriculum Designs Vol.2, page 31-32. 20 lessons allocated for this sub-strand."
2,Mathematical Activities,Numbers,1.2 Whole Numbers,"By the end of the lesson, the learner should be able to: appreciate number patterns as they skip on the number line",Number Patterns: Completing Patterns up to 100,Term 1,Week 12,Activity: Number Patterns: Completing Patterns up to 100,Learners in pairs/groups to count in 2's and 5's forward and backward starting from any point. Learners in pairs/groups to count their fingers and toes in 2's and 10's. Learners in pairs/groups to discuss place value up to hundreds. Learners in pairs to read numbers 1-100 in symbols. Learners to read and write numbers 1-20 in words. Learners to play digital games involving whole numbers. Learners to work out missing numbers in patterns up to 100. Learners in pairs/groups to make number patterns ,1.2 Whole Numbers Quest,"Explore 1.2 whole numbers through interactive activities, hands-on practice, and real-life application.",What did you learn about number patterns: completing patterns up to 100 today? How can you use this in your daily life?,10,1,30,Beginner,How do we get the next number in a pattern?,Learners in pairs/groups to count in 2's and 5's forward and backward starting from any point. Learners in pairs/groups to count their fingers and toes in 2's and 10's. Learners in pairs/groups to discuss place value up to hundreds. Learners in pairs to read numbers 1-100 in symbols. Learners to read and write numbers 1-20 in words. Learners to play digital games involving whole numbers. Learners to work out missing numbers in patterns up to 100. Learners in pairs/groups to make number patterns and share.,"Oral questions, written exercise, observation","Respect, Responsibility","Communication and Collaboration, Critical Thinking and Problem Solving, Digital Literacy",Citizenship: leadership - as learners work in groups,KICD Lower Primary Curriculum Designs Vol.2 (Aug 2017),Page 31-32,HIGH — official KICD curriculum document,DRAFT,NEW,LOW — sourced from official KICD document,"Source: KICD Lower Primary Curriculum Designs Vol.2, page 31-32. 20 lessons allocated for this sub-strand."
2,Mathematical Activities,Numbers,1.2 Whole Numbers,"By the end of the lesson, the learner should be able to: appreciate number patterns as they skip on the number line",Number Patterns: Skip Counting by 2s,Term 1,Week 12,Activity: Number Patterns: Skip Counting by 2s,Learners in pairs/groups to count in 2's and 5's forward and backward starting from any point. Learners in pairs/groups to count their fingers and toes in 2's and 10's. Learners in pairs/groups to discuss place value up to hundreds. Learners in pairs to read numbers 1-100 in symbols. Learners to read and write numbers 1-20 in words. Learners to play digital games involving whole numbers. Learners to work out missing numbers in patterns up to 100. Learners in pairs/groups to make number patterns ,1.2 Whole Numbers Quest,"Explore 1.2 whole numbers through interactive activities, hands-on practice, and real-life application.",What did you learn about number patterns: skip counting by 2s today? How can you use this in your daily life?,10,1,30,Developing,How do we get the next number in a pattern?,Learners in pairs/groups to count in 2's and 5's forward and backward starting from any point. Learners in pairs/groups to count their fingers and toes in 2's and 10's. Learners in pairs/groups to discuss place value up to hundreds. Learners in pairs to read numbers 1-100 in symbols. Learners to read and write numbers 1-20 in words. Learners to play digital games involving whole numbers. Learners to work out missing numbers in patterns up to 100. Learners in pairs/groups to make number patterns and share.,"Oral questions, written exercise, observation","Respect, Responsibility","Communication and Collaboration, Critical Thinking and Problem Solving, Digital Literacy",Citizenship: leadership - as learners work in groups,KICD Lower Primary Curriculum Designs Vol.2 (Aug 2017),Page 31-32,HIGH — official KICD curriculum document,DRAFT,NEW,LOW — sourced from official KICD document,"Source: KICD Lower Primary Curriculum Designs Vol.2, page 31-32. 20 lessons allocated for this sub-strand."
2,Mathematical Activities,Numbers,1.2 Whole Numbers,"By the end of the lesson, the learner should be able to: appreciate number patterns as they skip on the number line",Number Patterns: Skip Counting by 5s,Term 1,Week 12,Activity: Number Patterns: Skip Counting by 5s,Learners in pairs/groups to count in 2's and 5's forward and backward starting from any point. Learners in pairs/groups to count their fingers and toes in 2's and 10's. Learners in pairs/groups to discuss place value up to hundreds. Learners in pairs to read numbers 1-100 in symbols. Learners to read and write numbers 1-20 in words. Learners to play digital games involving whole numbers. Learners to work out missing numbers in patterns up to 100. Learners in pairs/groups to make number patterns ,1.2 Whole Numbers Quest,"Explore 1.2 whole numbers through interactive activities, hands-on practice, and real-life application.",What did you learn about number patterns: skip counting by 5s today? How can you use this in your daily life?,10,1,30,Developing,How do we get the next number in a pattern?,Learners in pairs/groups to count in 2's and 5's forward and backward starting from any point. Learners in pairs/groups to count their fingers and toes in 2's and 10's. Learners in pairs/groups to discuss place value up to hundreds. Learners in pairs to read numbers 1-100 in symbols. Learners to read and write numbers 1-20 in words. Learners to play digital games involving whole numbers. Learners to work out missing numbers in patterns up to 100. Learners in pairs/groups to make number patterns and share.,"Oral questions, written exercise, observation","Respect, Responsibility","Communication and Collaboration, Critical Thinking and Problem Solving, Digital Literacy",Citizenship: leadership - as learners work in groups,KICD Lower Primary Curriculum Designs Vol.2 (Aug 2017),Page 31-32,HIGH — official KICD curriculum document,DRAFT,NEW,LOW — sourced from official KICD document,"Source: KICD Lower Primary Curriculum Designs Vol.2, page 31-32. 20 lessons allocated for this sub-strand."
2,Mathematical Activities,Numbers,1.2 Whole Numbers,"By the end of the lesson, the learner should be able to: appreciate number patterns as they skip on the number line",Number Patterns: Skip Counting by 10s,Term 1,Week 12,Activity: Number Patterns: Skip Counting by 10s,Learners in pairs/groups to count in 2's and 5's forward and backward starting from any point. Learners in pairs/groups to count their fingers and toes in 2's and 10's. Learners in pairs/groups to discuss place value up to hundreds. Learners in pairs to read numbers 1-100 in symbols. Learners to read and write numbers 1-20 in words. Learners to play digital games involving whole numbers. Learners to work out missing numbers in patterns up to 100. Learners in pairs/groups to make number patterns ,1.2 Whole Numbers Quest,"Explore 1.2 whole numbers through interactive activities, hands-on practice, and real-life application.",What did you learn about number patterns: skip counting by 10s today? How can you use this in your daily life?,10,1,30,Developing,How do we get the next number in a pattern?,Learners in pairs/groups to count in 2's and 5's forward and backward starting from any point. Learners in pairs/groups to count their fingers and toes in 2's and 10's. Learners in pairs/groups to discuss place value up to hundreds. Learners in pairs to read numbers 1-100 in symbols. Learners to read and write numbers 1-20 in words. Learners to play digital games involving whole numbers. Learners to work out missing numbers in patterns up to 100. Learners in pairs/groups to make number patterns and share.,"Oral questions, written exercise, observation","Respect, Responsibility","Communication and Collaboration, Critical Thinking and Problem Solving, Digital Literacy",Citizenship: leadership - as learners work in groups,KICD Lower Primary Curriculum Designs Vol.2 (Aug 2017),Page 31-32,HIGH — official KICD curriculum document,DRAFT,NEW,LOW — sourced from official KICD document,"Source: KICD Lower Primary Curriculum Designs Vol.2, page 31-32. 20 lessons allocated for this sub-strand."
